rank_gfa,address_fin,postal_code,postal_office_fin,main_purpose_fi,gross_floor_area,volume,number_of_storeys,apartment_count,heating_method_fi,heating_energy_source_fi,facade_material_fi,load_bearing_material_fi,construction_method_fi,completion_date,usage_status_fi,permanent_building_identifier,property_identifier,lon,lat,building_key
3454,Tilkantori 4 | Hiittistenkuja 3,00300,HELSINKI,Kerrostalo,3811,13670,5,45,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1992-05-14,Käytetään vakinaiseen asumiseen,103266962A,09101607370004,24.89418818,60.20234516,218af3d7-e8bf-454c-814e-1f222e616798
3455,Palkkatilankatu 4 | Nordenskiöldinkatu 20 Rak 16,00250,HELSINKI,Julkinen rakennus,3810,16407,1,3,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,1951-01-01,Käytetään vakinaiseen asumiseen,103276363K,09101700610002,24.9269261,60.19511864,b6d201c9-9c26-462b-b804-e20c0e3740f9
3456,Muottikuja 5 | Valimomestarinpolku 6,00380,HELSINKI,Kerrostalo,3809,13757,7,48,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1997-03-21,Käytetään vakinaiseen asumiseen,101652497T,09104600670001,24.87164227,60.21889847,c73f94c7-d355-48da-9dd2-f57fdb38bcd1
3457,Koskelantie 27,00610,HELSINKI,Kerrostalo,3808,14383,4,51,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Tiili,,1952-01-01,Käytetään vakinaiseen asumiseen,103349736E,09102509520004,24.9563785,60.21206666,f3851480-ab7e-46d2-ac25-92843506e448
3458,Freesenkatu 2 | Aurorankatu 17,00100,HELSINKI,Kerrostalo,3808,13972,6,24,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Tiili,,1924-01-01,Käytetään vakinaiseen asumiseen,103190237A,09101304090002,24.92863537,60.17172036,f4b0b182-68aa-4309-97e8-9d7f17788170
3459,Pajamäentie 14 | Poutamäentie 9,00360,HELSINKI,Kerrostalo,3807,14138,1,56,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,1958-01-01,Käytetään vakinaiseen asumiseen,101642856T,09104600440001,24.85521013,60.21839123,4db73c19-85f1-42bc-a65a-de83936e583f
3460,Maurinkatu 1a | Pohjoisranta 20a | Liisankatu 1,00170,HELSINKI,Julkinen rakennus,3806,18688,3,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Tiili,,1884-12-31,Tyhjillään,1030271116,09100100200017,24.96069653,60.17449908,8a3ae43c-2d60-40b0-81b0-d1480555ce53
3461,Lapinlahdenkatu 23,00180,HELSINKI,Kerrostalo,3806,14483,5,57,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Tiili,,1930-01-01,Käytetään vakinaiseen asumiseen,103065420Y,09100401550013,24.92597019,60.16738527,b8523822-e351-44bd-8627-5afe01c77e07
3462,Dagmarinkatu 13 | Fredrikinkatu 79,00100,HELSINKI,Kerrostalo,3805,14885,5,42,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Tiili,,1912-01-01,Käytetään vakinaiseen asumiseen,103199768S,09101304170079,24.92665918,60.17218346,afadbb45-20ee-4098-98cb-21621b4507c7
3463,Roihuvuorentie 10,00820,HELSINKI,Kerrostalo,3805,13716,3,66,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Tiili,,1955-01-01,Käytetään vakinaiseen asumiseen,1018589043,09104302040005,25.05612998,60.19847721,b02c7955-26ef-41fd-9ef6-fc0c3320024f
3464,Melkinlaituri 8 | Madeiranaukio 6,00220,HELSINKI,Kerrostalo,3804,12729,8,80,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2021-08-26,Käytetään vakinaiseen asumiseen,1038190664,09102008290005,24.91239507,60.15236066,74e79513-1d86-497a-bfe1-b4976c15f205
3465,Runeberginkatu 67,00260,HELSINKI,Kerrostalo,3804,14062,6,37,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1924-12-31,Käytetään vakinaiseen asumiseen,103209339H,09101404730067,24.92636868,60.18108007,79a98783-fd52-4327-ad69-c1803888504a
3466,Töölönkatu 41-45,00250,HELSINKI,Julkinen rakennus,3802,16405,1,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1905-12-31,Tyhjillään,103219315A,09101404860001,24.92224698,60.1826682,ce8f5aa6-f1fe-4203-91d7-3e46ef390f3d
3467,Linnankatu 9,00160,HELSINKI,Julkinen rakennus,3800,11389,6,3,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Tiili,,1959-01-01,Käytetään vakinaiseen asumiseen,1031326367,09100801900001,24.96999811,60.16575882,2ef2d1aa-8315-4cd9-b90f-544c9ef68883
3468,Retkeilijänkatu 8,00980,HELSINKI,Kerrostalo,3800,11400,6,53,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,2001-05-04,Käytetään vakinaiseen asumiseen,102262022W,09105400050003,25.12301019,60.20573688,3ca741a9-774b-4310-9ffd-0eb3bfd1251f
3469,Pitkänsillanranta 15,00530,HELSINKI,Kerrostalo,3800,14487,7,57,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1908-01-01,Käytetään vakinaiseen asumiseen,103151953B,09101102980015,24.94606296,60.17786584,69313dc0-e6bb-492d-a31a-5a0ba268e401
3470,Retkeilijänpolku 2 | Retkeilijänkatu 12,00980,HELSINKI,Kerrostalo,3800,13593,6,53,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,2000-06-30,Käytetään vakinaiseen asumiseen,1022620272,09105400050005,25.12401316,60.20555348,85727539-b648-44dd-ba7b-d3a9236d9659
3471,Välimerenkatu 24,00220,HELSINKI,Kerrostalo,3800,16000,8,44,Ilmakeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2018-11-30,Käytetään vakinaiseen asumiseen,103573008S,09102008150001,24.9120547,60.15772656,996243e1-f25d-4f00-b499-eb33b3ef2df6
3472,Retkeilijänkatu 18 | Retkeilijänkuja 2,00980,HELSINKI,Kerrostalo,3800,13940,6,52,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1999-05-18,Käytetään vakinaiseen asumiseen,102262047P,09105400060005,25.12645242,60.20549815,bf5f8785-80db-45f4-ac13-47dd9e3c5255
3473,Liuskekuja 1 | Liusketie 15,00710,HELSINKI,Kerrostalo,3800,12067,4,42,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1985-02-28,Käytetään vakinaiseen asumiseen,1021861436,09103802450001,25.01874422,60.2362217,f7d638be-48e2-4987-9ab6-3681ec387793
3474,Mannerheimintie 62,00260,HELSINKI,Kerrostalo,3799,14405,6,32,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1927-12-31,Käytetään vakinaiseen asumiseen,103219261K,09101404770034,24.9259646,60.1823402,1e1260fd-275a-43ae-bf47-5b36f2e8f050
3475,Retkeilijänkatu 16,00980,HELSINKI,Kerrostalo,3799,14600,6,55,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1999-12-31,Käytetään vakinaiseen asumiseen,102262050T,09105400060006,25.12540562,60.20550132,589a1118-cf4e-4792-9bd9-b8e927b451b6
3476,Aurinkoranta 12 | Solvikinkatu 3,00990,HELSINKI,Kerrostalo,3799,18530,5,42,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,2002-07-01,Käytetään vakinaiseen asumiseen,1001156182,09105402770002,25.15217946,60.20142236,99fb7c93-7c9f-4dda-b919-412437ba7f4c
3477,Verkkosaarenkatu 9 | Kalasatamankatu 22,00580,HELSINKI,Kerrostalo,3798,14590,7,40,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2020-04-06,Käytetään vakinaiseen asumiseen,1036861052,09101006290007,24.97979326,60.18998885,2273558f-c794-4f26-a29e-ee2523848199
3478,Kiviparintie 3,00920,HELSINKI,Kerrostalo,3798,20375,5,47,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,2016-09-07,Käytetään vakinaiseen asumiseen,1032049863,09104501290005,25.07260775,60.22482713,82a28ca4-0ebc-49ac-a329-df306e4cf156
3479,Jakomäentie 8e,00770,HELSINKI,Kerrostalo,3798,14577,3,39,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,,1968-12-31,Käytetään vakinaiseen asumiseen,103140275M,09104102010014,25.07304667,60.25609814,d38d054b-5a60-451f-8cfb-6f71937f558f
3480,Huovitie 3,00400,HELSINKI,Kerrostalo,3797,15536,3,2,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1956-01-01,Käytetään vakinaiseen asumiseen,1034453581,09102901050009,24.90467161,60.22272079,137e3923-e522-4d9a-828d-dbf55e2a5cbe
3481,Malmin raitti 19,00700,HELSINKI,Kerrostalo,3797,12400,4,45,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1982-10-25,Käytetään vakinaiseen asumiseen,1014950938,09103801090009,25.01148793,60.25640274,7231bb63-5963-4411-b9f0-a5e9bd7e5c40
3482,Pengerkatu 4 | Kaikukuja 5,00530,HELSINKI,Kerrostalo,3796,13984,5,52,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1912-01-01,Käytetään vakinaiseen asumiseen,103170903M,09101103320004,24.95549345,60.18366128,718b1579-9049-45ba-950b-4e670ac2124b
3483,Bertha Pauligin katu 1 | Gustav Pauligin katu 1b,00990,HELSINKI,Kerrostalo,3796,12550,8,50,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,2023-02-17,Käytetään vakinaiseen asumiseen,103933897B,09105401860007,25.1507881,60.20690853,85840000-f17d-45b7-b777-c8190c94704f
3484,Kansakoulukuja 2 | Kansakoulukatu 2-4 | Annankatu 30,00100,HELSINKI,Julkinen rakennus,3795,18372,3,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1884-12-31,Tyhjillään,103055959S,09100400010012,24.93456041,60.1677979,1ec54e6a-2c9d-4fb7-855a-4c7f9a1bc187
3485,Kumianpää 6,00840,HELSINKI,Kerrostalo,3795,13837,4,48,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,,1967-01-01,Käytetään vakinaiseen asumiseen,102156841Y,09104900560008,25.03927096,60.17744539,67355c61-a0b5-4a39-ba68-39576f83578d
3486,Rikhardinkatu 3 | Korkeavuorenkatu 43,00130,HELSINKI,Julkinen rakennus,3794,15766,3,2,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,,1882-12-31,Käytetään vakinaiseen asumiseen,1030462397,09100300490006,24.94635631,60.16623877,72fd3b14-bce3-4fba-b598-ef6c4eef9168
3487,Kotisaarenkatu 10,00560,HELSINKI,Kerrostalo,3794,17135,8,48,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2014-05-09,Käytetään vakinaiseen asumiseen,103389116S,09102301000047,24.97221913,60.2022412,f6d25ac5-8232-4357-ac0a-54e13864e03a
3488,Rauhankatu 5 | Meritullinkatu 12a,00170,HELSINKI,Kerrostalo,3793,14608,5,28,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1911-01-01,Käytetään vakinaiseen asumiseen,1030270474,09100100140012,24.95817209,60.17189138,cf38334e-a7b0-409b-9c92-dbd0eb6aea23
3489,Suvilahdenkatu 3-5,00500,HELSINKI,Kerrostalo,3792,12782,7,56,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,,1965-01-01,Käytetään vakinaiseen asumiseen,103142297V,09101002840003,24.96719708,60.187461,a5159316-2f56-4032-9cbb-9be4a9686b07
3490,Dagmarinkatu 2 | Museokatu 10 | Töölönkatu 3,00100,HELSINKI,Julkinen rakennus,3791,16467,5,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Betoni,,1912-01-01,Tyhjillään,103190219R,09101304060003,24.93148339,60.17401933,c4c6dfeb-f622-40d3-8000-f9971fe1e6a4
3491,Kanneltie 8,00420,HELSINKI,Kerrostalo,3789,13430,4,48,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Paikalla tehty,1959-12-31,Käytetään vakinaiseen asumiseen,1008952737,09103301210001,24.87859632,60.24119559,b2dd7697-a515-45d5-a1f1-53ecba26e0ab
3492,Vironkatu 4 | Rauhankatu 7,00170,HELSINKI,Kerrostalo,3789,14485,5,31,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1914-01-01,Käytetään vakinaiseen asumiseen,103027041X,09100100140005,24.95749734,60.17201571,b38552a1-3f57-421f-bd3a-3a521076eeac
3493,Riitankuja 1-3,00840,HELSINKI,Kerrostalo,3788,15104,5,32,Vesikeskuslämmitys,Maalämpöpumppu,Betoni,Betoni,Elementti,1972-01-01,Käytetään vakinaiseen asumiseen,102147655M,09104900220002,25.06303644,60.1813965,e8acb1ea-a1d4-4a0f-a488-5bd79c11322a
3494,Pohjavedenkuja 5 | Kaivonkatsojantie 10,00980,HELSINKI,Kerrostalo,3787,14320,5,44,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1994-12-31,Käytetään vakinaiseen asumiseen,102310153H,09105401160002,25.13698203,60.20438013,2b8441a9-9487-4e73-aa5a-1915da1b8343
3495,Matruusinkatu 2 | Katajanokanranta 9,00160,HELSINKI,Kerrostalo,3787,12198,5,88,Vesikeskuslämmitys,Kivihiili,,Betoni,,1980-12-31,Käytetään vakinaiseen asumiseen,103122910F,09100800140002,24.97519294,60.16657483,fac5df3f-3165-46a3-a160-531dc8a8c7d7
3496,Linnankatu 10 | Mastokoukku 2 | Mastokatu 5,00160,HELSINKI,Kerrostalo,3785,14982,5,48,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2006-03-30,Käytetään vakinaiseen asumiseen,103122924X,09100800260001,24.96974129,60.16553932,05f06228-31d9-4112-b446-5dad3d4a1a57
3497,Hylkeenpyytäjänkatu 4,00150,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",3784,32420,,0,,,,,,1915-01-01,Toimitila- tai tuotantokäytössä,103303854C,09102001760020,24.93038943,60.15558915,91808b30-9243-4d3b-97c4-0a590b255b88
3498,Aleksis Kiven katu 38,00510,HELSINKI,Kerrostalo,3777,14168,7,114,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Tiili,,1928-01-01,Käytetään vakinaiseen asumiseen,103180606M,09101203620038,24.95055772,60.18993526,0e372ad5-bab0-4858-ad11-c60ecba473f4
3499,Koskelantie 26 | Ilmattarentie 2 | Ilmattarenkuja 5,00610,HELSINKI,Julkinen rakennus,3776,14000,4,13,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,1952-12-31,Käytetään vakinaiseen asumiseen,103342021K,09102508720003,24.93956544,60.20789038,33de3e80-f119-4acb-90b8-ba0b056c363a
3500,Messitytönkatu 5 | Jaalaranta 4,00180,HELSINKI,Kerrostalo,3775,13760,6,40,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1995-03-28,Käytetään vakinaiseen asumiseen,103295068Y,09102000150004,24.91399638,60.16064039,e10b2b26-4822-442d-b853-ad44acf216c7
3501,Yläkiventie 6,00920,HELSINKI,Kerrostalo,3775,14958,5,50,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,,1965-12-31,Käytetään vakinaiseen asumiseen,101983667P,09104501460004,25.07318692,60.22172794,ed622d34-3a07-4bc4-821b-777a3e6bf618
3502,Vattuniemenkatu 2,00210,HELSINKI,Kerrostalo,3774,27331,8,31,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1996-11-29,Käytetään vakinaiseen asumiseen,1007628406,09103101370007,24.8868482,60.14756326,68e8143c-05e9-4127-b939-bad883610d99
3503,Ruusulankatu 7,00260,HELSINKI,Kerrostalo,3774,12449,7,51,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Betoni,,1959-01-01,Käytetään vakinaiseen asumiseen,103219259H,09101404770016,24.92487753,60.18213457,ba14e01f-8423-471e-9623-19792f8edd7a
3504,Hiekkakiventie 7,00710,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",3773,30400,2,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1986-12-12,Tyhjillään,102186209A,09103802540011,25.01540044,60.24043802,88aec4d5-8a61-437c-a478-da543eb90696
3505,Korkeavuorenkatu 7,00140,HELSINKI,Kerrostalo,3771,17034,6,62,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,,1928-01-01,Käytetään vakinaiseen asumiseen,1031038001,09100701050029,24.94705456,60.16053707,00cc5ca6-cd84-46fe-917a-54d3e772201b
3506,Tuulimyllyntie 4,00920,HELSINKI,Kerrostalo,3771,13115,4,48,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,1965-12-31,Käytetään vakinaiseen asumiseen,1019835874,09104501280002,25.06861371,60.22611627,5e5204b2-a452-47c3-9a93-b6d93a15529f
3507,Roihuvuorentie 37,00820,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",3771,32535,2,0,Vesikeskuslämmitys,Maalämpö tms.,Lasi,Betoni,Elementti,2022-03-30,Käytöstä ei ole tietoa,1039611759,09104302230004,25.05781939,60.20713329,cfc349f9-46b7-4aa3-8e95-3c1f914d53bb
3508,Veneentekijänkaari 7 | Köysikuja 10,00210,HELSINKI,Kerrostalo,3769,13980,4,33,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2001-06-27,Käytetään vakinaiseen asumiseen,100762852K,09103101520004,24.88861828,60.15282808,1d798612-50ae-4e30-bab0-903351564606
3509,Hiekkajaalanranta 1 | Hiekkalaiturintie 19,00980,HELSINKI,Kerrostalo,3769,12151,5,42,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1996-03-14,Käytetään vakinaiseen asumiseen,102319200B,09105401380005,25.14507044,60.20014654,fbe52aa0-762f-4795-8f5f-9f63d2aa9d27
3510,Leonkatu 21 | Sörnäistenlaituri 5 | Capellanaukio 1,00540,HELSINKI,Kerrostalo,3768,18500,8,63,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2016-11-25,Käytetään vakinaiseen asumiseen,103509649X,09101005830001,24.98308398,60.18456904,7ed0c233-b121-4cb2-8a86-46f331ec2ab6
3511,Korvatunturintie 2 | Mellunmäentie 12,00970,HELSINKI,Kerrostalo,3767,15006,5,17,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2019-01-28,Käytetään vakinaiseen asumiseen,1036291560,09104702030028,25.11738109,60.23719981,3b2c6729-ebe5-4689-853c-bd8683c85085
3512,Ristikkokatu 8,00580,HELSINKI,Talousrakennus,3767,14395,3,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1930-01-01,"Muu (sauna, liiteri, kellotapuli, yms.)",103254161C,09102106740003,24.96965252,60.19472004,58d20b7d-df54-440b-8c5b-d13d4b91d06d
3513,Pakilantie 76 | Ripusuontie 70,00660,HELSINKI,Kerrostalo,3767,12587,4,42,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2023-11-28,Käytetään vakinaiseen asumiseen,104016251X,09103401550029,24.9247395,60.24458393,be4e4f40-ed89-49d2-aa36-5734a1895a90
3514,Isonvillasaarentie 12,00960,HELSINKI,Kerrostalo,3766,14035,4,60,Vesikeskuslämmitys,Raskas polttoöljy,,Betoni,,1965-01-01,Käytetään vakinaiseen asumiseen,102300120V,09105400620001,25.1425338,60.22012151,2eba1d42-9eed-46b3-a77a-394a2949e574
3515,Haapasaarentie 11,00960,HELSINKI,Kerrostalo,3766,13389,4,59,Vesikeskuslämmitys,Raskas polttoöljy,,Betoni,,1965-01-01,Käytetään vakinaiseen asumiseen,102300121W,09105400620001,25.14243342,60.21966205,5e400e08-4870-48aa-a4d9-8d7b1f609ea0
3516,Pälkäneentie 20 | Elimäenkatu 23,00510,HELSINKI,Julkinen rakennus,3765,17365,6,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1938-12-31,Tyhjillään,103273203M,09102206940023,24.94807915,60.19612138,db08f129-5193-4793-8ef5-5347e0535962
3517,Lapinlahdenkatu 27,00180,HELSINKI,Kerrostalo,3765,15243,5,42,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,,1913-01-01,Käytetään vakinaiseen asumiseen,103074897N,09100401550015,24.92495328,60.16750408,ea1bf511-1209-49b7-a1e8-99fe395edd55
3518,Maneesikatu 8,00170,HELSINKI,Kerrostalo,3764,14488,6,32,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1936-01-01,Käytetään vakinaiseen asumiseen,103027069U,09100100160001,24.95713784,60.17315985,34674b8e-252a-4f89-984b-5a6075840edd
3519,Mannerheimintie 2a | Bulevardi 1,00100,HELSINKI,Julkinen rakennus,3764,20650,6,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Tiili,,1936-01-01,Tyhjillään,103055987N,09100400620002,24.94269697,60.16653229,beb3444b-aba1-4199-a588-987bcc7ddbea
3520,Juutinraumankatu 6 | Hietasaarenkuja 5,00220,HELSINKI,Kerrostalo,3763,16994,7,45,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2014-09-24,Käytetään vakinaiseen asumiseen,1012668408,09102008040003,24.91952503,60.15899381,83c567d7-dd4f-49aa-a90e-8b01196a0893
3521,Kaarlenkatu 7 | Franzéninkatu 26,00530,HELSINKI,Kerrostalo,3763,15573,8,43,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2023-01-20,Käytetään vakinaiseen asumiseen,103880581F,09101103360007,24.95183569,60.1853473,ff56a46c-20f0-47b4-8157-86dfc4f83d8a
3522,Selkämerenkatu 12 | Selkämerenpiha 2,00180,HELSINKI,Kerrostalo,3762,12178,6,43,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1993-10-26,Käytetään vakinaiseen asumiseen,103295031S,09102000070002,24.91721816,60.16127492,1d1eecd1-4c52-43bb-b06f-530d0e605d21
3523,Laajalahdentie 30 | Professorinaukio 1 | Professorintie 1,00330,HELSINKI,Julkinen rakennus,3760,15730,3,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,1992-05-19,Tyhjillään,1034606411,09103000970004,24.8764631,60.2015864,8695ff4f-9fb1-4ba8-8847-98432ff6d72f
3524,Vattuniemenkatu 4,00210,HELSINKI,Kerrostalo,3760,12500,6,60,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Betoni,,1975-01-01,Käytetään vakinaiseen asumiseen,1007628340,09103101370006,24.88643427,60.14867943,c8bdb0e3-ea34-4caf-9529-1b237fbe7490
3525,Döbelninkatu 4,00260,HELSINKI,Kerrostalo,3756,15108,6,48,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1935-12-31,Käytetään vakinaiseen asumiseen,103209312M,09101404640004,24.92372742,60.17778723,3cff1d0c-d88c-4ae3-9aa6-e4a17b9598d5
3526,Linnankatu 12 | Kanavakatu 9 | Mastokoukku 3,00160,HELSINKI,Kerrostalo,3756,14000,5,37,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,2006-08-22,Käytetään vakinaiseen asumiseen,1031229304,09100800260005,24.97088374,60.16513468,e3522649-28c8-4412-b578-893682fdf41e
3527,Strömsinlahdenkuja 2,00820,HELSINKI,Kerrostalo,3755,13060,5,52,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1994-03-14,Käytetään vakinaiseen asumiseen,1018685818,09104302380001,25.06777934,60.20133299,a4a438be-4fd2-4192-9c00-617d8f18a2b1
3528,Porkkalankatu 11,00180,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",3754,15822,5,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1949-01-01,Tyhjillään,1033334558,09102007860006,24.9044136,60.16367778,874fa606-5446-4a14-97a4-5b7414703951
3529,Hauhontie 4 | Keiteleentie 11,00550,HELSINKI,Kerrostalo,3753,14747,5,51,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Paikalla tehty,1924-01-01,Käytetään vakinaiseen asumiseen,103263843P,09102205420004,24.96277374,60.19364447,949f4c52-2182-4e95-86bb-16c0d897915a
3530,Kristianinkatu 8 | Kulmakatu 7,00170,HELSINKI,Kerrostalo,3752,15735,4,61,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Betoni,,1938-01-01,Käytetään vakinaiseen asumiseen,103027163V,09100100240001,24.95721296,60.17543343,7d18bc4b-f3cf-4ca7-bb05-751aa853ceb1
3531,Hitsaajankatu 9,00810,HELSINKI,Kerrostalo,3752,20184,6,53,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,2019-03-15,Käytetään vakinaiseen asumiseen,103620441V,09104300110039,25.02935442,60.19248635,89b78939-ff95-40cf-9440-16f8255a06b8
3532,Kuusitie 15,00270,HELSINKI,Kerrostalo,3750,13540,7,68,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,,1945-01-01,Käytetään vakinaiseen asumiseen,1032477718,09101506160015,24.89635684,60.19440353,4ca3232a-1f74-45c6-9c27-9c8155d55d00
3533,Näkinpolku 2 | Näkinkuja 4,00530,HELSINKI,Kerrostalo,3750,12161,7,44,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1991-09-27,Käytetään vakinaiseen asumiseen,103132743N,09101002080004,24.95423916,60.18063299,770e427c-b6e4-4c49-b549-ca77d0cdb2bb
3534,Kyläsaarenkatu 8,00550,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",3750,37980,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1975-01-01,Tyhjillään,1032541844,09102106760003,24.97298357,60.19804041,88f96bd0-4336-488a-84d9-76302d2d61e3
3535,Sentnerikuja 5,00440,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",3750,17900,4,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,1988-11-28,Tyhjillään,103450992S,09102901740006,24.87910906,60.22739836,b6286067-6522-40d7-b5e4-1b599c762685
3536,Kaivolahdenkatu 4 | Kaivolahdenkuja 2,00810,HELSINKI,Kerrostalo,3750,14700,5,53,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1998-12-31,Käytetään vakinaiseen asumiseen,101878110M,09104302480001,25.03997341,60.18804517,cda08c0a-48d1-4e7d-b788-c6a7078e465c
