rank_gfa,address_fin,postal_code,postal_office_fin,main_purpose_fi,gross_floor_area,volume,number_of_storeys,apartment_count,heating_method_fi,heating_energy_source_fi,facade_material_fi,load_bearing_material_fi,construction_method_fi,completion_date,usage_status_fi,permanent_building_identifier,property_identifier,lon,lat,building_key
3537,Porthaninkatu 1 | Toinen linja 5,00530,HELSINKI,Kerrostalo,3750,16700,6,41,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1988-12-31,Käytetään vakinaiseen asumiseen,103151991K,09101103050005,24.9501702,60.18110903,e215d566-a01e-41ae-83bb-b5b5c763d38d
3538,Kevättori 6 | Tilanhoitajankaari 28,00790,HELSINKI,Kerrostalo,3747,14340,5,47,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,2000-09-28,Käytetään vakinaiseen asumiseen,103117054K,09103600920001,25.02648702,60.22701415,46ad0aee-daf9-4cd7-98a7-8d2847ea6e7d
3539,Haukilahdenkatu 4 | Vellamonkatu 28,00550,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",3747,16575,3,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1988-07-01,Tyhjillään,103244848Y,09102106650022,24.96506249,60.19892503,ace5efd3-10e3-4c63-9e3e-52a15570815c
3540,Liisankatu 19,00170,HELSINKI,Kerrostalo,3746,16430,5,13,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1890-01-01,Käytetään vakinaiseen asumiseen,103027128R,09100100220004,24.95454206,60.1743144,5e814e4f-cedd-4a13-a185-5e267c1f6f84
3541,Maustetehtaankatu 3,00990,HELSINKI,Kerrostalo,3745,14500,7,40,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2006-11-24,Käytetään vakinaiseen asumiseen,1023287126,09105401880001,25.15231386,60.20673221,82b78a2f-9a54-4dbd-9309-ded262b02b79
3542,Maustetehtaankatu 2 | Gustav Pauligin katu 2b,00990,HELSINKI,Kerrostalo,3744,14257,6,35,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,2026-02-16,Käytetään vakinaiseen asumiseen,103990843A,09105401870006,25.15166609,60.20701957,a19aaef9-6a7f-46b6-bb64-68355ae9b5a2
3543,Korkeavuorenkatu 6 | Tarkk'ampujankatu 6,00150,HELSINKI,Kerrostalo,3744,14352,4,28,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Tiili,Paikalla tehty,1911-12-31,Käytetään vakinaiseen asumiseen,103103824T,09100701080006,24.94621237,60.16074857,b0a365e7-8d0c-4d4f-8c34-5c94450ce76a
3544,Näkinkuja 5 | Miina Sillanpään katu 7,00530,HELSINKI,Kerrostalo,3743,11284,7,58,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1962-01-01,Käytetään vakinaiseen asumiseen,103151931M,09101102950005,24.95424333,60.17998636,18b43adc-08cd-44a1-9804-2fefbb9a99a0
3545,Kullervonkatu 9 | Pohjolankatu 40 | Pohjolankatu 42 | Pekka Jokipaltion tie 1,00600,HELSINKI,Julkinen rakennus,3740,12925,3,2,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Paikalla tehty,1952-12-31,Käytetään vakinaiseen asumiseen,103342115L,09102508900041,24.95418797,60.21738608,f8b491d9-71d5-4f12-9036-e84723f93be1
3546,Johan Bockin kuja 6,00720,HELSINKI,Kerrostalo,3739,12280,4,42,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1991-06-19,Käytetään vakinaiseen asumiseen,1014471368,09103701830008,24.98428873,60.24020258,83a95d75-4863-4c76-8e92-f18f14be7b76
3547,Lampputie 1 | Suutarilantie 63,00740,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",3738,18056,2,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,1963-01-01,Tyhjillään,102260704C,09104001510002,25.01284758,60.2810777,46e81d0b-54fe-48cb-a29e-3e7bcea5c45b
3548,Bulevardi 15,00120,HELSINKI,Kerrostalo,3738,14174,8,27,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1937-12-31,Käytetään vakinaiseen asumiseen,103056085U,09100400720010,24.93606528,60.1642106,f55c5f34-b990-4afa-ac89-a7b5dc3692a6
3549,Otonkuja 1 | Gunillantie 15 | Taubenkuja 2,00870,HELSINKI,Kerrostalo,3737,18000,5,95,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,2016-11-21,Käytetään vakinaiseen asumiseen,1035096532,09104900750011,25.03365421,60.1688565,73bba3dd-8ac2-4185-8e5d-a1bd7a3e15b5
3550,Lehtisaarentie 2a | Kuusisaarentie 38,00340,HELSINKI,Kerrostalo,3736,21460,4,42,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,2013-11-25,Käytetään vakinaiseen asumiseen,103098049H,09103002030003,24.85138902,60.18160123,b1790533-29ef-43db-9d25-a2f0567b175c
3551,Särkiniementie 11 | Nahkahousuntie 15,00210,HELSINKI,Kerrostalo,3734,12286,6,35,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1973-12-31,Käytetään vakinaiseen asumiseen,100753183N,09103101190023,24.87826187,60.15053381,5a2a17ea-24d2-4174-9fa5-c18bc191abd3
3552,Birger Kaipiaisen katu 1 | Arabiankatu 19,00560,HELSINKI,Kerrostalo,3732,17190,6,58,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2006-03-29,Käytetään vakinaiseen asumiseen,103282665V,09102301240019,24.97982907,60.20906677,6be1b008-d725-4742-be9b-4bb71457f802
3553,Oksasenkatu 4a | Tunturikatu 17,00100,HELSINKI,Kerrostalo,3731,13740,6,30,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Tiili,,1923-01-01,Käytetään vakinaiseen asumiseen,1032091779,09101304370017,24.92367252,60.17437321,3d53f7e2-dbe7-4766-8b84-c1f71700fd41
3554,Ensi linja 1,00530,HELSINKI,Julkinen rakennus,3731,18469,3,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1898-12-31,Tyhjillään,103151968U,09101103020007,24.94207769,60.18305845,a92e4931-0059-49c8-89de-fdfc5b39dd1e
3555,Johtokivenkuja 2,00710,HELSINKI,Kerrostalo,3730,13689,4,44,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1966-12-31,Käytetään vakinaiseen asumiseen,1014569882,09103800300001,25.01238869,60.23170766,21edc45c-f78b-41db-9a0f-3e4db4e5abd6
3556,Sofianlehdonkatu 9,00610,HELSINKI,Kerrostalo,3730,14752,4,49,Vesikeskuslämmitys,Kauko- tai aluelämpö,Kivi,Tiili,Paikalla tehty,1952-01-01,Käytetään vakinaiseen asumiseen,103349720X,09102509500001,24.94881091,60.20636309,50136aa0-5700-410e-baae-6449435bb1b3
3557,Nervanderinkatu 7,00100,HELSINKI,Kerrostalo,3728,14117,6,28,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,,1923-01-01,Käytetään vakinaiseen asumiseen,103190225X,09101304070007,24.93029206,60.17289594,b3e7d12f-db8d-45f4-9e52-fdfe7dd36346
3558,Teerisuonkuja 1,00700,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",3727,22700,2,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,1986-09-29,Käytetään vakinaiseen asumiseen,101495065B,09103801040008,25.02621341,60.25137726,2bd4d6a9-69e1-48f1-a73b-193b5db2335d
3559,Hiidenkiventie 21 | Erätie 3,00730,HELSINKI,Julkinen rakennus,3726,21911,2,0,Vesikeskuslämmitys,Raskas polttoöljy,Tiili,Betoni,Elementti,1984-12-31,Tyhjillään,1021465544,09103903530014,25.01772549,60.26533397,ed88164d-8dc5-4755-b2fb-1d02d212a880
3560,Leikosaarentie 26 | Iiluodontie 1,00990,HELSINKI,Kerrostalo,3725,14000,4,69,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,2004-05-07,Käytetään vakinaiseen asumiseen,102328696N,09105401850006,25.14625565,60.20440232,6610cbd9-725e-4767-9fea-36d75cf03b4a
3561,Vuorimiehenkatu 17,00140,HELSINKI,Kerrostalo,3724,13516,6,30,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1928-12-31,Käytetään vakinaiseen asumiseen,103122845C,09100704520018,24.95041383,60.16013101,b179af46-3102-46b5-9672-2c64704c72df
3562,Kartanonmetsäntie 13,00410,HELSINKI,Kerrostalo,3723,13640,4,38,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1988-10-28,Käytetään vakinaiseen asumiseen,1009339551,09103302650004,24.85711496,60.25060498,d161e600-018e-4513-9ef6-8c36089cd98e
3563,Vetelintie 5,00420,HELSINKI,Kerrostalo,3723,12374,6,54,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1975-12-31,Käytetään vakinaiseen asumiseen,100905176N,09103301560003,24.88436776,60.23742546,d5921d1c-5d7e-4d89-98c7-918b6f79c250
3564,Livornonkatu 3,00220,HELSINKI,Kerrostalo,3723,16803,7,82,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,2017-04-25,Käytetään vakinaiseen asumiseen,1035556638,09102008160003,24.91474024,60.1580024,e3c39e11-c8b5-48b4-964b-082b4f55857a
3565,Polkkakuja 2 | Purpuripolku 4 | Purpurikuja 1 | Pelimannintie 15-17,00420,HELSINKI,Kerrostalo,3721,12354,5,54,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Betoni,,1974-12-31,Käytetään vakinaiseen asumiseen,100914512U,09103301730001,24.87369236,60.23602426,131b208a-d4d7-4a73-a026-7adc4e51f758
3566,Malminkartanontie 2 | Hankasuontie 2,00390,HELSINKI,Julkinen rakennus,3721,36200,1,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,2015-06-16,Tyhjillään,102026670W,09103200440002,24.84643998,60.24474649,fbed352e-b353-43c6-8ae8-3592f844df32
3567,Kankarepolku 5f,00770,HELSINKI,Kerrostalo,3719,13090,4,60,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Betoni,,1967-12-31,Käytetään vakinaiseen asumiseen,103140267C,09104102000029,25.07599952,60.25905996,99c3b05f-233b-489c-8c25-bab3de86d21b
3568,Juorumäenkuja 4 | Puotilantie 3,00910,HELSINKI,Julkinen rakennus,3714,15110,3,15,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Teräs,Elementti,1993-12-14,Käytetään vakinaiseen asumiseen,102837126M,09104502160006,25.10287764,60.20875556,f0e8b0ce-72b2-45d2-817e-3af93221fabc
3569,Konttinosturinkuja 6 | Sompasaarenlaituri 22,00540,HELSINKI,Kerrostalo,3713,12490,6,29,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2024-02-21,Käytetään vakinaiseen asumiseen,103969930P,09101006680006,24.97214902,60.17911187,34a2afef-0a85-4fa1-9c19-827542eca591
3570,Hevostallintie 12,00860,HELSINKI,Kerrostalo,3713,14290,3,40,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Tiili,Paikalla tehty,1967-01-01,Käytetään vakinaiseen asumiseen,1002030105,09142500040001,25.05093445,60.15253166,ddcea73e-268d-48d1-80b4-b17b3306c3e9
3571,Kasarmikatu 38,00130,HELSINKI,Kerrostalo,3711,16789,5,27,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1910-12-31,Käytetään vakinaiseen asumiseen,1030462696,09100300520008,24.94709209,60.16542383,47e7547e-7242-4187-a8b1-3b9805dda99c
3572,Säterintie 11 | Säterinportti 2,00720,HELSINKI,Kerrostalo,3711,12711,5,55,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Betoni,,1978-12-31,Käytetään vakinaiseen asumiseen,101437638V,09103700450001,24.98690426,60.24497567,49c39a95-2414-47db-a257-c59c791e3b4a
3573,Pieksupolku 5 | Kuismatie 10,00720,HELSINKI,Julkinen rakennus,3711,17738,3,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,,1952-12-31,Tyhjillään,103146465A,09103700210015,24.98523042,60.24957586,dbb0a251-6c88-49da-a72e-f9baace456e0
3574,Kasarmikatu 23,00130,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",3710,16918,5,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1908-12-31,Tyhjillään,103046226T,09100300480005,24.94801297,60.16626444,97321d23-e9f5-41f8-bf1a-6d1460d37507
3575,Hylkeenpyytäjänkatu 4,00150,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",3710,77620,1,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Teräs,Elementti,1958-12-31,"Muu (sauna, liiteri, kellotapuli, yms.)",103303841Y,09102001760020,24.92844092,60.15734611,af4f3261-cd6a-486b-a852-36cecc413bbb
3576,Luotikuja 1 | Kaupintie 9 | Leiviskätie 2a,00440,HELSINKI,Kerrostalo,3709,16177,6,50,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1986-01-01,Käytetään vakinaiseen asumiseen,103450984H,09102901720003,24.88214864,60.23150681,17d7de60-a71a-4b5e-a9e1-cae48562e505
3577,Palkkatilankatu 9 | Hopeavuorenkatu 4,00240,HELSINKI,Kerrostalo,3706,10800,6,47,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1981-12-31,Käytetään vakinaiseen asumiseen,103276400S,09101700670001,24.92370655,60.19696345,dbb2d15a-3cd8-4204-a01e-4974587e75c4
3578,Panuntie 2c | Osmontie 47,00610,HELSINKI,Kerrostalo,3705,20154,6,45,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2014-11-24,Käytetään vakinaiseen asumiseen,103389114P,09102508780006,24.94844563,60.21972249,d3d02949-fb80-48e8-be85-43dad9c07d22
3579,Vattuniemenkatu 10 | Nahkahousuntie 2a,00210,HELSINKI,Kerrostalo,3704,14730,8,43,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2001-07-10,Käytetään vakinaiseen asumiseen,100762819H,09103101360008,24.885529,60.1507129,960a9344-f39c-45e3-afd7-162557dfd247
3580,Kajaaninlinnantie 7,00900,HELSINKI,Kerrostalo,3704,12281,7,54,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1964-12-31,Käytetään vakinaiseen asumiseen,101955447C,09104500640001,25.07536465,60.21168227,feddfb3f-6eb0-4247-8edd-4146d9a63b24
3581,Porthaninkatu 15,00530,HELSINKI,Julkinen rakennus,3703,17487,6,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1928-12-31,Tyhjillään,103170906R,09101103320015,24.9550679,60.18383436,98f25c05-19d4-4389-bc36-9bcaaa323396
3582,Punavuorenkatu 18,00150,HELSINKI,Kerrostalo,3702,15395,4,66,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1910-12-31,Käytetään vakinaiseen asumiseen,103093922C,09100501140018,24.93545493,60.16015022,a0bb3ec4-9d8f-4d9a-9097-1d4e888441f2
3583,Simppukuja 2 | Suolakivenkatu 14 | Kipparlahdenraitti 1,00810,HELSINKI,Kerrostalo,3700,13979,5,34,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2003-12-17,Käytetään vakinaiseen asumiseen,101878198F,09104302750001,25.02690954,60.18934231,3bd7067a-257c-4a55-a043-8226a9b7a6e6
3584,Hiekkalaiturinraitti 1 | Hiekkalaiturinaukio 2 | Hiekkalaiturintie 14,00980,HELSINKI,Kerrostalo,3700,14470,5,40,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,2000-06-29,Käytetään vakinaiseen asumiseen,1023191934,09105401360005,25.14561906,60.20129485,470b50ac-17eb-4dde-a85f-dd6cd9cac0ed
3585,Nahkahousuntie 2b | Vattuniemenkatu 10d,00210,HELSINKI,Kerrostalo,3700,14340,8,37,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2002-08-21,Käytetään vakinaiseen asumiseen,100762823M,09103101360009,24.88402512,60.15028469,5f0d2395-e9bd-4319-ace8-2ff8e7e9f87c
3586,Teollisuuskatu 3a | Suvannontie 2a,00510,HELSINKI,Kerrostalo,3700,18650,5,40,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,2012-12-20,Käytetään vakinaiseen asumiseen,1015890161,09102205340011,24.95505169,60.19134297,748ec375-49df-4dcb-9221-f3ac107d6cfa
3587,Jaalaranta 9,00180,HELSINKI,Kerrostalo,3700,13400,6,44,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1995-05-22,Käytetään vakinaiseen asumiseen,103295063T,09102000140004,24.91140805,60.16024931,a7ca8aea-3c5e-40a9-b5c9-b8bb2cbcb951
3588,Sitrakuja 2 | Sitratie 7 | Sitratori 1,00420,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",3700,15300,5,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1985-11-29,Tyhjillään,1009145546,09103301860002,24.87554204,60.23953893,a961bc34-b5e2-4ceb-84b9-82a5aa730d5c
3589,Gunillantie 18,00870,HELSINKI,Kerrostalo,3700,15628,5,67,Vesikeskuslämmitys,Maalämpöpumppu,Tiili,Betoni,Paikalla tehty,2016-05-30,Käytetään vakinaiseen asumiseen,1035203814,09104900480003,25.03276506,60.16925646,acfc6bb0-da12-44d1-87a7-ba6fa3c11de8
3590,Sananjalankuja 5,00730,HELSINKI,Kerrostalo,3700,12720,3,55,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1989-06-14,Käytetään vakinaiseen asumiseen,102127744B,09103903020002,25.02475599,60.25907079,c3a682dc-012f-4f02-bdb4-15e8d6df0127
3591,Yrjönkatu 34,00100,HELSINKI,Kerrostalo,3699,16493,5,29,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Tiili,,1924-01-01,Käytetään vakinaiseen asumiseen,103056040C,09100400680006,24.93669153,60.16830715,218899ad-9cbe-42a4-8a42-3db6d45c4e0f
3592,Merikorttitie 1,00960,HELSINKI,Kerrostalo,3699,14046,3,45,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Betoni,,1965-01-01,Käytetään vakinaiseen asumiseen,1023646106,09143500020112,25.13213956,60.21845769,48d00376-312d-4c02-a255-1a52e781553f
3593,Parivaljakontie 6,00410,HELSINKI,Kerrostalo,3699,12430,4,56,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1981-12-31,Käytetään vakinaiseen asumiseen,100924397P,09103302460001,24.86431945,60.24431688,48eca580-2710-45dc-a1e8-08238af7bacd
3594,Malminkatu 38,00100,HELSINKI,Kerrostalo,3699,15128,6,68,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1911-12-31,Käytetään vakinaiseen asumiseen,103074906Y,09100401550038,24.92468974,60.16796701,e7406f73-be38-4c6b-98ae-ca36de5970f4
3595,Mannerheimintie 27 | Sallinkatu 4,00250,HELSINKI,Kerrostalo,3698,13448,6,42,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1925-01-01,Käytetään vakinaiseen asumiseen,103229147F,09101405250027,24.9226219,60.18529682,b1e2dbe8-51ce-4fae-8f15-48fccd82514e
3596,Kauppiaankatu 12 | Vyökatu 4,00160,HELSINKI,Kerrostalo,3697,15387,4,37,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1906-01-01,Käytetään vakinaiseen asumiseen,103132626W,09100801610012,24.96812368,60.16692468,c1e993d4-f9c6-4bf4-bc62-eb07ec2e6d12
3597,Tehtaankatu 16,00140,HELSINKI,Kerrostalo,3695,15473,6,26,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Tiili,Paikalla tehty,1907-01-01,Käytetään vakinaiseen asumiseen,1031038953,09100701280016,24.94821161,60.1581658,3d2cec1b-8162-4a37-b2f6-fae400eaf2b7
3598,Salpausseläntie 12-16,00710,HELSINKI,Kerrostalo,3695,13041,8,45,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,1972-12-31,Käytetään vakinaiseen asumiseen,102195670H,09103803040001,25.00082702,60.2305729,57e6dc0a-1293-49d1-8dfd-dd5f7a3bca31
3599,Mellunmäentie 22,00970,HELSINKI,Kerrostalo,3695,14900,4,45,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,2007-01-25,Käytetään vakinaiseen asumiseen,1018162826,09104702730003,25.12990607,60.23199708,883a93b7-0ccb-4774-bf24-e35eaeec0633
3600,Messeniuksenkatu 5 | Päivärinnankatu 8,00250,HELSINKI,Kerrostalo,3693,14114,6,56,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1937-12-31,Käytetään vakinaiseen asumiseen,103229057K,09101405120005,24.91598739,60.18810284,08476248-5b3f-4496-a024-e027950c3d68
3601,Abrahaminkatu 10 | Ruoholahdenkatu 14,00180,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",3693,14728,7,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Kivi,Betoni,Paikalla tehty,1967-01-01,Tyhjillään,103074925K,09100401570007,24.92714637,60.16531087,2d50d862-9ff7-4287-9d46-d6b41f3401e1
3602,Talin puistotie 1 | Silmupolku 1,00380,HELSINKI,Kerrostalo,3693,12970,6,50,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1998-05-12,Käytetään vakinaiseen asumiseen,101642913M,09104600610002,24.86761764,60.21776495,caa5ea21-ae86-49b3-9a43-ff00adc534cb
3603,Museokatu 44,00100,HELSINKI,Kerrostalo,3693,14644,6,65,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Tiili,,1928-01-01,Käytetään vakinaiseen asumiseen,1032092034,09101304390044,24.91969382,60.17513715,dfa7e9df-9d21-4a8e-ac49-a01dfe8d7217
3604,Tanelitie 4 | Konalantie 6,00370,HELSINKI,Julkinen rakennus,3692,46480,4,47,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,1987-02-04,Käytetään vakinaiseen asumiseen,101672141F,09104601440021,24.85347611,60.22641119,352a45d3-7ccb-4890-a242-7bdb8146a502
3605,Aleksis Kiven katu 33 | Venttiilikuja 1,00520,HELSINKI,Kerrostalo,3692,14554,5,46,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2009-03-17,Käytetään vakinaiseen asumiseen,103254268U,09102203960002,24.94213113,60.19430466,8862b884-8b05-41dd-94cf-950ff824556d
3606,Fokkakuja 1 | Meri-Rastilan tie 14,00980,HELSINKI,Kerrostalo,3691,11930,5,50,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1992-12-31,Käytetään vakinaiseen asumiseen,100095485L,09105402210002,25.1175362,60.20175236,3bfb11c2-8526-4fa9-a50e-5f37c2ef0b2f
3607,Atlantinkatu 16,00220,HELSINKI,Kerrostalo,3690,12606,7,31,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2020-01-21,Käytetään vakinaiseen asumiseen,1037050440,09102008280004,24.91063969,60.15361741,91b48b45-4e8d-43d9-94ce-8d8cc2289a49
3608,Mechelininkatu 15,00100,HELSINKI,Kerrostalo,3690,14025,7,44,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,1928-01-01,Käytetään vakinaiseen asumiseen,1031998469,09101304290015,24.92029974,60.17239817,962dcc85-6f36-41a9-a777-ec645526407c
3609,Ristipellontie 7 | Victor Hartwallin polku 1,00390,HELSINKI,Julkinen rakennus,3689,17135,3,0,Vesikeskuslämmitys,Maalämpöpumppu,Metallilevy,Betoni,Elementti,1978-12-31,Tyhjillään,100782114X,09103200350004,24.85331876,60.23820219,f5a4e556-cec8-4f77-934e-5957ea16f4b2
3610,Kivipadontie 2a | Käskynhaltijantie 47 | Maapadontie 2,00640,HELSINKI,Kerrostalo,3688,13963,5,48,Vesikeskuslämmitys,Maalämpöpumppu,Tiili,Betoni,Elementti,2025-06-02,Käytetään vakinaiseen asumiseen,1040529304,09102801320003,24.95034927,60.23087147,7fb15e90-1320-44ae-9c72-d2da4bd8cd48
3611,Taidemaalarinkatu 16 | Karmiinikuja 2 | Sinooperikuja 1 | Kuninkaantammenaukio 3,00430,HELSINKI,Kerrostalo,3688,12480,4,42,Vesikeskuslämmitys,Kauko- tai aluelämpö,Kivi,Betoni,Elementti,2019-12-13,Käytetään vakinaiseen asumiseen,103682241D,09103303930010,24.89162529,60.26053492,872fd223-b75f-4026-9ccc-67c9664fe5d8
3612,Kenttäpolku 3,00700,HELSINKI,Julkinen rakennus,3688,16950,2,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1997-07-11,Tyhjillään,102176416D,09103802020001,24.99842809,60.24976658,a1d01d57-69e8-4448-bbf4-9fd421248c1f
3613,Piilipolku | Piilikuja 4,00700,HELSINKI,Kerrostalo,3688,12280,4,40,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1985-12-31,Käytetään vakinaiseen asumiseen,102166942T,09103801890001,25.01288804,60.25447469,c80413fb-68e5-4a5b-b67f-d49c127296a3
3614,Siilitie 1,00800,HELSINKI,Kerrostalo,3687,11823,4,54,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,,1956-12-31,Käytetään vakinaiseen asumiseen,1032363251,09104301500002,25.04540304,60.20713947,29299562-d548-42e7-96cc-e2f29d865b8e
3615,Kangaspellontie 8,00350,HELSINKI,Kerrostalo,3687,15000,4,24,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Tiili,,1972-01-01,Käytetään vakinaiseen asumiseen,103441843M,09102900680006,24.88227717,60.20992495,8cbccba0-163e-4ab5-9211-4cd49f7c009e
3616,Nuijamiestentie 6 | Pajuniityntie 3 | Pajuniityntie 5,00320,HELSINKI,Kerrostalo,3687,27273,5,78,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2016-08-23,Käytetään vakinaiseen asumiseen,103509603E,09102900360019,24.90669246,60.21736349,fa8582ea-54c9-4e76-82f0-afb30d201bf0
3617,Albertinkatu 2 | Sepänkatu 7,00150,HELSINKI,Kerrostalo,3685,13088,8,40,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1963-01-01,Käytetään vakinaiseen asumiseen,1030939742,09100501240007,24.93984497,60.1594012,1a281d5e-abdb-428f-bbac-f3aaaf39dcc3
